,wealth_segment,RFM_Score ,wealth_segment_encoded,cluster
8450,Mass Customer,0.5,2,1
8451,Mass Customer,0.9,2,1
8452,Affluent Customer,0.5,0,2
8453,Mass Customer,0.7,2,1
8454,Mass Customer,0.7,2,1
8455,Mass Customer,0.6,2,1
8456,High Net Worth,0.7,1,0
8457,Mass Customer,0.7,2,1
8458,High Net Worth,0.4,1,0
8459,Mass Customer,0.6,2,1
8460,High Net Worth,0.8,1,0
8461,Affluent Customer,0.5,0,2
8462,Mass Customer,0.4,2,1
8463,Mass Customer,0.3,2,1
8464,High Net Worth,0.7,1,0
8465,Affluent Customer,0.7,0,2
8466,Mass Customer,0.7,2,1
8467,High Net Worth,0.1,1,0
8468,Affluent Customer,0.7,0,2
8469,High Net Worth,0.4,1,0
8470,Mass Customer,0.7,2,1
8471,Mass Customer,0.6,2,1
8472,Affluent Customer,0.6,0,2
8473,Mass Customer,0.6,2,1
8474,Affluent Customer,0.7,0,2
8475,Mass Customer,0.4,2,1
8476,Mass Customer,0.9,2,1
8477,Mass Customer,0.7,2,1
8478,Affluent Customer,0.7,0,2
8479,High Net Worth,0.7,1,0
8480,Mass Customer,0.7,2,1
8481,High Net Worth,0.3,1,0
8482,Affluent Customer,0.3,0,2
8483,High Net Worth,0.3,1,0
8484,High Net Worth,1.0,1,0
8485,High Net Worth,0.6,1,0
8486,Affluent Customer,0.4,0,2
8487,High Net Worth,1.0,1,0
8488,Mass Customer,0.8,2,1
8489,High Net Worth,0.4,1,0
8490,Mass Customer,0.4,2,1
8491,Mass Customer,0.9,2,1
8492,Mass Customer,0.1,2,1
8493,Affluent Customer,1.0,0,2
8494,High Net Worth,0.6,1,0
8495,Affluent Customer,0.7,0,2
8496,Mass Customer,0.1,2,1
8497,Mass Customer,0.6,2,1
8498,Affluent Customer,0.3,0,2
8499,Mass Customer,0.2,2,1
8500,Mass Customer,0.6,2,1
8501,Mass Customer,0.2,2,1
8502,High Net Worth,0.4,1,0
8503,High Net Worth,0.9,1,0
8504,High Net Worth,0.1,1,0
8505,Affluent Customer,0.9,0,2
8506,Mass Customer,1.0,2,1
8507,Mass Customer,0.1,2,1
8508,Affluent Customer,0.7,0,2
8509,Mass Customer,0.6,2,1
8510,Mass Customer,0.8,2,1
8511,Affluent Customer,0.5,0,2
8512,Mass Customer,0.8,2,1
8513,Mass Customer,0.0,2,1
8514,Affluent Customer,0.7,0,2
8515,High Net Worth,0.5,1,0
8516,Affluent Customer,0.7,0,2
8517,Mass Customer,0.3,2,1
8518,Mass Customer,0.6,2,1
8519,Mass Customer,0.9,2,1
8520,High Net Worth,0.3,1,0
8521,Mass Customer,0.1,2,1
8522,High Net Worth,0.5,1,0
8523,Mass Customer,0.7,2,1
8524,High Net Worth,0.2,1,0
8525,Mass Customer,0.5,2,1
8526,Affluent Customer,0.9,0,2
8527,Affluent Customer,0.3,0,2
8528,Mass Customer,0.9,2,1
8529,Mass Customer,0.7,2,1
8530,Mass Customer,0.9,2,1
8531,Affluent Customer,0.6,0,2
8532,Mass Customer,0.5,2,1
8533,Mass Customer,0.3,2,1
8534,Affluent Customer,0.6,0,2
8535,Mass Customer,0.7,2,1
8536,High Net Worth,0.6,1,0
8537,Affluent Customer,0.7,0,2
8538,High Net Worth,0.7,1,0
8539,Mass Customer,0.8,2,1
8540,High Net Worth,0.2,1,0
8541,Mass Customer,0.7,2,1
8542,Mass Customer,0.5,2,1
8543,High Net Worth,0.9,1,0
8544,Mass Customer,0.4,2,1
8545,Mass Customer,0.8,2,1
8546,High Net Worth,0.9,1,0
8547,High Net Worth,0.7,1,0
8548,High Net Worth,0.7,1,0
8549,High Net Worth,0.3,1,0
8550,Affluent Customer,1.0,0,2
8551,Affluent Customer,0.3,0,2
8552,Mass Customer,0.4,2,1
8553,Affluent Customer,0.7,0,2
8554,High Net Worth,0.4,1,0
8555,Mass Customer,0.3,2,1
8556,Mass Customer,0.4,2,1
8557,Affluent Customer,0.9,0,2
8558,Mass Customer,0.7,2,1
8559,Mass Customer,0.4,2,1
8560,Mass Customer,0.4,2,1
8561,Affluent Customer,0.7,0,2
8562,High Net Worth,0.7,1,0
8563,Mass Customer,0.6,2,1
8564,Mass Customer,0.1,2,1
8565,Affluent Customer,0.7,0,2
8566,Mass Customer,0.5,2,1
8567,Mass Customer,0.8,2,1
8568,Affluent Customer,0.4,0,2
8569,Affluent Customer,0.8,0,2
8570,Mass Customer,0.6,2,1
8571,High Net Worth,0.5,1,0
8572,High Net Worth,0.7,1,0
8573,High Net Worth,0.5,1,0
8574,Affluent Customer,0.7,0,2
8575,Affluent Customer,0.7,0,2
8576,Mass Customer,0.5,2,1
8577,Affluent Customer,0.8,0,2
8578,High Net Worth,0.8,1,0
8579,Mass Customer,0.5,2,1
8580,High Net Worth,0.7,1,0
8581,Mass Customer,0.7,2,1
8582,Mass Customer,0.6,2,1
8583,High Net Worth,0.8,1,0
8584,High Net Worth,0.7,1,0
8585,Mass Customer,0.4,2,1
8586,Mass Customer,0.7,2,1
8587,High Net Worth,0.7,1,0
8588,Mass Customer,0.6,2,1
8589,High Net Worth,0.6,1,0
8590,Mass Customer,0.3,2,1
8591,Mass Customer,1.0,2,1
8592,Mass Customer,1.0,2,1
8593,Mass Customer,0.7,2,1
8594,Affluent Customer,0.6,0,2
8595,Affluent Customer,0.5,0,2
8596,Mass Customer,1.0,2,1
8597,Mass Customer,0.4,2,1
8598,Mass Customer,0.4,2,1
8599,Mass Customer,0.9,2,1
8600,High Net Worth,0.9,1,0
8601,Affluent Customer,0.0,0,2
8602,Mass Customer,0.4,2,1
8603,Mass Customer,0.7,2,1
8604,Mass Customer,0.6,2,1
8605,Affluent Customer,0.1,0,2
8606,High Net Worth,0.8,1,0
8607,Mass Customer,0.4,2,1
8608,Mass Customer,0.3,2,1
8609,Affluent Customer,0.3,0,2
8610,Affluent Customer,0.7,0,2
8611,Affluent Customer,0.4,0,2
8612,Mass Customer,0.8,2,1
8613,Mass Customer,0.9,2,1
8614,High Net Worth,0.5,1,0
8615,Mass Customer,0.7,2,1
8616,Affluent Customer,0.0,0,2
8617,Affluent Customer,0.7,0,2
8618,Mass Customer,0.3,2,1
8619,Mass Customer,0.5,2,1
8620,Mass Customer,0.1,2,1
8621,Mass Customer,0.8,2,1
8622,Affluent Customer,0.7,0,2
8623,Affluent Customer,0.6,0,2
8624,Affluent Customer,0.2,0,2
8625,Affluent Customer,0.8,0,2
8626,Affluent Customer,0.9,0,2
8627,Mass Customer,0.8,2,1
8628,Mass Customer,0.9,2,1
8629,High Net Worth,0.9,1,0
8630,Mass Customer,0.0,2,1
8631,Affluent Customer,0.6,0,2
8632,Mass Customer,0.6,2,1
8633,Mass Customer,0.4,2,1
8634,High Net Worth,0.7,1,0
8635,Mass Customer,0.4,2,1
8636,Mass Customer,1.0,2,1
8637,Affluent Customer,0.3,0,2
8638,Affluent Customer,0.4,0,2
8639,Mass Customer,0.5,2,1
8640,Affluent Customer,0.3,0,2
8641,Mass Customer,0.7,2,1
8642,High Net Worth,0.0,1,0
8643,Mass Customer,0.5,2,1
8644,Mass Customer,0.2,2,1
8645,Mass Customer,0.5,2,1
8646,Affluent Customer,0.6,0,2
8647,Mass Customer,0.8,2,1
8648,High Net Worth,0.2,1,0
8649,High Net Worth,0.3,1,0
8650,High Net Worth,0.3,1,0
8651,Mass Customer,0.4,2,1
8652,Affluent Customer,1.0,0,2
8653,Mass Customer,0.2,2,1
8654,Mass Customer,0.9,2,1
8655,Mass Customer,0.1,2,1
8656,Mass Customer,1.0,2,1
8657,Mass Customer,0.9,2,1
8658,Mass Customer,0.6,2,1
8659,High Net Worth,0.4,1,0
8660,Affluent Customer,0.5,0,2
8661,Mass Customer,0.4,2,1
8662,Affluent Customer,0.4,0,2
8663,Mass Customer,0.2,2,1
8664,Mass Customer,0.8,2,1
8665,Mass Customer,0.9,2,1
8666,Affluent Customer,0.3,0,2
8667,Mass Customer,0.5,2,1
8668,Mass Customer,0.4,2,1
8669,Mass Customer,0.7,2,1
8670,Mass Customer,0.7,2,1
8671,Affluent Customer,0.8,0,2
8672,Mass Customer,0.4,2,1
8673,Mass Customer,0.9,2,1
8674,Mass Customer,0.6,2,1
8675,Mass Customer,0.7,2,1
8676,High Net Worth,0.8,1,0
8677,High Net Worth,0.8,1,0
8678,Affluent Customer,0.8,0,2
8679,Mass Customer,0.8,2,1
8680,Mass Customer,0.6,2,1
8681,High Net Worth,0.9,1,0
8682,Mass Customer,0.2,2,1
8683,Affluent Customer,0.6,0,2
8684,Mass Customer,0.3,2,1
8685,Affluent Customer,0.5,0,2
8686,High Net Worth,0.7,1,0
8687,Mass Customer,0.6,2,1
8688,High Net Worth,0.9,1,0
8689,High Net Worth,0.5,1,0
8690,Affluent Customer,0.6,0,2
8691,Mass Customer,0.1,2,1
8692,Affluent Customer,0.4,0,2
8693,Mass Customer,0.6,2,1
8694,High Net Worth,0.7,1,0
8695,High Net Worth,0.9,1,0
8696,High Net Worth,0.5,1,0
8697,Mass Customer,0.0,2,1
8698,Mass Customer,0.5,2,1
8699,Mass Customer,0.1,2,1
8700,Mass Customer,0.5,2,1
8701,Mass Customer,0.9,2,1
8702,High Net Worth,0.2,1,0
8703,Mass Customer,0.7,2,1
8704,Mass Customer,0.6,2,1
8705,Affluent Customer,0.8,0,2
8706,Mass Customer,0.9,2,1
8707,Mass Customer,0.8,2,1
8708,Affluent Customer,0.0,0,2
8709,Mass Customer,0.7,2,1
8710,Mass Customer,0.9,2,1
8711,High Net Worth,0.5,1,0
8712,Affluent Customer,0.7,0,2
8713,Affluent Customer,0.2,0,2
8714,Affluent Customer,0.6,0,2
8715,Mass Customer,0.1,2,1
8716,Mass Customer,0.1,2,1
8717,High Net Worth,0.4,1,0
8718,Mass Customer,0.4,2,1
8719,Affluent Customer,0.4,0,2
8720,High Net Worth,0.4,1,0
8721,High Net Worth,0.9,1,0
8722,High Net Worth,0.6,1,0
8723,Mass Customer,0.9,2,1
8724,High Net Worth,0.4,1,0
8725,High Net Worth,0.7,1,0
8726,Mass Customer,0.6,2,1
8727,Affluent Customer,0.8,0,2
8728,Mass Customer,0.6,2,1
8729,Affluent Customer,0.2,0,2
8730,High Net Worth,0.4,1,0
8731,Mass Customer,0.9,2,1
8732,Mass Customer,0.5,2,1
8733,Mass Customer,0.1,2,1
8734,High Net Worth,0.4,1,0
8735,High Net Worth,1.0,1,0
8736,Affluent Customer,0.3,0,2
8737,Affluent Customer,0.4,0,2
8738,Affluent Customer,0.1,0,2
8739,Mass Customer,0.6,2,1
8740,Mass Customer,1.0,2,1
8741,High Net Worth,0.6,1,0
8742,Mass Customer,0.7,2,1
8743,Mass Customer,0.3,2,1
8744,Mass Customer,0.4,2,1
8745,Mass Customer,0.3,2,1
8746,High Net Worth,0.5,1,0
8747,High Net Worth,0.7,1,0
8748,High Net Worth,0.8,1,0
8749,Mass Customer,0.7,2,1
8750,Mass Customer,0.3,2,1
8751,Mass Customer,0.7,2,1
8752,Affluent Customer,0.6,0,2
8753,Mass Customer,0.3,2,1
8754,Mass Customer,0.2,2,1
8755,Mass Customer,0.7,2,1
8756,Affluent Customer,0.5,0,2
8757,High Net Worth,1.0,1,0
8758,High Net Worth,0.7,1,0
8759,Mass Customer,0.5,2,1
8760,High Net Worth,0.1,1,0
8761,Mass Customer,0.5,2,1
8762,Mass Customer,1.0,2,1
8763,Mass Customer,0.7,2,1
8764,High Net Worth,0.9,1,0
8765,Mass Customer,0.7,2,1
8766,High Net Worth,0.9,1,0
8767,Affluent Customer,0.6,0,2
8768,Mass Customer,0.6,2,1
8769,High Net Worth,0.9,1,0
8770,Affluent Customer,0.6,0,2
8771,High Net Worth,0.3,1,0
8772,Mass Customer,0.6,2,1
8773,High Net Worth,0.7,1,0
8774,Mass Customer,0.6,2,1
8775,Mass Customer,0.7,2,1
8776,Mass Customer,0.7,2,1
8777,High Net Worth,0.6,1,0
8778,High Net Worth,0.7,1,0
8779,Mass Customer,0.7,2,1
8780,Affluent Customer,0.4,0,2
8781,High Net Worth,0.7,1,0
8782,Affluent Customer,0.5,0,2
8783,Mass Customer,0.5,2,1
8784,High Net Worth,0.7,1,0
8785,Affluent Customer,0.5,0,2
8786,Mass Customer,0.5,2,1
8787,Affluent Customer,0.7,0,2
8788,Affluent Customer,0.7,0,2
8789,High Net Worth,0.1,1,0
8790,Mass Customer,0.8,2,1
8791,Mass Customer,0.1,2,1
8792,Mass Customer,0.9,2,1
8793,Affluent Customer,0.7,0,2
8794,High Net Worth,0.3,1,0
8795,Mass Customer,0.6,2,1
8796,High Net Worth,0.8,1,0
8797,High Net Worth,0.9,1,0
8798,Mass Customer,0.5,2,1
8799,High Net Worth,0.9,1,0
8800,High Net Worth,0.6,1,0
8801,High Net Worth,1.0,1,0
8802,High Net Worth,0.9,1,0
8803,Mass Customer,0.4,2,1
8804,Mass Customer,1.0,2,1
8805,Mass Customer,0.9,2,1
8806,Mass Customer,0.7,2,1
8807,High Net Worth,0.3,1,0
8808,Mass Customer,0.5,2,1
8809,Mass Customer,0.6,2,1
8810,Affluent Customer,0.7,0,2
8811,Mass Customer,0.8,2,1
8812,High Net Worth,0.8,1,0
8813,Mass Customer,0.0,2,1
8814,Mass Customer,0.7,2,1
8815,Mass Customer,0.5,2,1
8816,Mass Customer,0.6,2,1
8817,High Net Worth,0.1,1,0
8818,High Net Worth,0.5,1,0
8819,Affluent Customer,0.7,0,2
8820,Mass Customer,0.6,2,1
8821,Affluent Customer,0.8,0,2
8822,Mass Customer,0.7,2,1
8823,Affluent Customer,1.0,0,2
8824,Mass Customer,0.5,2,1
8825,Affluent Customer,0.7,0,2
8826,Mass Customer,0.8,2,1
8827,Mass Customer,0.4,2,1
8828,Affluent Customer,0.5,0,2
8829,High Net Worth,0.9,1,0
8830,High Net Worth,0.9,1,0
8831,High Net Worth,1.0,1,0
8832,Mass Customer,1.0,2,1
8833,Affluent Customer,0.4,0,2
8834,Mass Customer,0.3,2,1
8835,High Net Worth,0.7,1,0
8836,Mass Customer,0.6,2,1
8837,Affluent Customer,0.9,0,2
8838,Mass Customer,0.8,2,1
8839,Mass Customer,0.9,2,1
8840,Mass Customer,0.7,2,1
8841,Affluent Customer,0.8,0,2
8842,Mass Customer,0.7,2,1
8843,Mass Customer,1.0,2,1
8844,Mass Customer,0.6,2,1
8845,High Net Worth,0.3,1,0
8846,Affluent Customer,0.4,0,2
8847,Mass Customer,0.6,2,1
8848,Mass Customer,0.7,2,1
8849,Affluent Customer,0.3,0,2
8850,Mass Customer,0.7,2,1
8851,High Net Worth,0.6,1,0
8852,Mass Customer,0.8,2,1
8853,Mass Customer,1.0,2,1
8854,Mass Customer,0.3,2,1
8855,Mass Customer,0.9,2,1
8856,Mass Customer,0.5,2,1
8857,High Net Worth,0.7,1,0
8858,Mass Customer,0.9,2,1
8859,High Net Worth,0.2,1,0
8860,High Net Worth,0.4,1,0
8861,High Net Worth,0.6,1,0
8862,Mass Customer,0.2,2,1
8863,Mass Customer,0.4,2,1
8864,Affluent Customer,0.4,0,2
8865,Mass Customer,0.9,2,1
8866,Mass Customer,0.2,2,1
8867,Affluent Customer,0.9,0,2
8868,Mass Customer,0.7,2,1
8869,Mass Customer,0.8,2,1
8870,Mass Customer,0.1,2,1
8871,High Net Worth,0.5,1,0
8872,Affluent Customer,0.6,0,2
8873,High Net Worth,0.8,1,0
8874,Mass Customer,0.6,2,1
8875,High Net Worth,0.3,1,0
8876,Mass Customer,0.1,2,1
8877,Mass Customer,0.7,2,1
8878,Mass Customer,0.7,2,1
8879,Mass Customer,0.4,2,1
8880,Mass Customer,0.9,2,1
8881,Affluent Customer,0.4,0,2
8882,Mass Customer,0.5,2,1
8883,Mass Customer,0.0,2,1
8884,Mass Customer,0.8,2,1
8885,Mass Customer,0.6,2,1
8886,Mass Customer,0.7,2,1
8887,Mass Customer,0.5,2,1
8888,Mass Customer,1.0,2,1
8889,Mass Customer,0.7,2,1
8890,Mass Customer,0.0,2,1
8891,Mass Customer,0.9,2,1
8892,Mass Customer,0.2,2,1
8893,Affluent Customer,0.8,0,2
8894,Mass Customer,0.6,2,1
8895,High Net Worth,0.9,1,0
8896,Affluent Customer,0.9,0,2
8897,Mass Customer,0.7,2,1
8898,Mass Customer,0.7,2,1
8899,Affluent Customer,0.7,0,2
8900,Mass Customer,0.2,2,1
8901,Mass Customer,0.9,2,1
8902,Mass Customer,0.9,2,1
8903,Mass Customer,0.7,2,1
8904,High Net Worth,0.6,1,0
8905,Affluent Customer,0.6,0,2
8906,Mass Customer,0.6,2,1
8907,Mass Customer,1.0,2,1
8908,Mass Customer,0.8,2,1
8909,Mass Customer,0.5,2,1
8910,Mass Customer,0.4,2,1
8911,High Net Worth,0.9,1,0
8912,Mass Customer,0.6,2,1
8913,High Net Worth,0.5,1,0
8914,Mass Customer,0.8,2,1
8915,Affluent Customer,0.7,0,2
8916,Mass Customer,0.4,2,1
8917,High Net Worth,0.4,1,0
8918,Mass Customer,0.9,2,1
8919,High Net Worth,0.4,1,0
8920,Mass Customer,0.1,2,1
8921,Mass Customer,0.1,2,1
8922,Mass Customer,0.9,2,1
8923,Mass Customer,1.0,2,1
8924,Affluent Customer,0.6,0,2
8925,Mass Customer,0.7,2,1
8926,High Net Worth,0.9,1,0
8927,High Net Worth,0.9,1,0
8928,Mass Customer,0.7,2,1
8929,High Net Worth,0.7,1,0
8930,Mass Customer,0.8,2,1
8931,High Net Worth,0.8,1,0
8932,Mass Customer,1.0,2,1
8933,Affluent Customer,0.7,0,2
8934,High Net Worth,0.7,1,0
8935,Mass Customer,0.7,2,1
8936,Mass Customer,0.7,2,1
8937,Mass Customer,1.0,2,1
8938,Mass Customer,0.6,2,1
8939,Affluent Customer,0.2,0,2
8940,Mass Customer,1.0,2,1
8941,Affluent Customer,0.3,0,2
8942,Affluent Customer,0.7,0,2
8943,High Net Worth,0.0,1,0
8944,Affluent Customer,0.3,0,2
8945,High Net Worth,0.2,1,0
8946,Affluent Customer,0.9,0,2
8947,Affluent Customer,0.9,0,2
8948,Mass Customer,0.6,2,1
8949,Mass Customer,0.3,2,1
8950,High Net Worth,0.9,1,0
8951,Affluent Customer,0.4,0,2
8952,Mass Customer,0.1,2,1
8953,Mass Customer,0.8,2,1
8954,High Net Worth,0.3,1,0
8955,High Net Worth,0.9,1,0
8956,Mass Customer,0.9,2,1
8957,High Net Worth,0.2,1,0
8958,Affluent Customer,0.7,0,2
8959,High Net Worth,0.6,1,0
8960,Mass Customer,0.6,2,1
8961,High Net Worth,1.0,1,0
8962,Affluent Customer,0.7,0,2
8963,Mass Customer,0.9,2,1
8964,High Net Worth,0.1,1,0
8965,High Net Worth,0.5,1,0
8966,Mass Customer,0.5,2,1
8967,Affluent Customer,0.7,0,2
8968,Affluent Customer,0.2,0,2
8969,Mass Customer,0.8,2,1
8970,Mass Customer,0.5,2,1
8971,High Net Worth,0.8,1,0
8972,Mass Customer,0.9,2,1
8973,High Net Worth,0.3,1,0
8974,High Net Worth,0.7,1,0
8975,High Net Worth,0.9,1,0
8976,Affluent Customer,0.8,0,2
8977,Affluent Customer,0.4,0,2
8978,Affluent Customer,0.6,0,2
8979,Affluent Customer,0.4,0,2
8980,Affluent Customer,1.0,0,2
8981,High Net Worth,0.6,1,0
8982,Mass Customer,0.6,2,1
8983,Affluent Customer,0.6,0,2
8984,Mass Customer,0.5,2,1
8985,Affluent Customer,0.8,0,2
8986,Affluent Customer,0.3,0,2
8987,High Net Worth,0.3,1,0
8988,High Net Worth,0.7,1,0
8989,Mass Customer,0.7,2,1
8990,Affluent Customer,0.6,0,2
8991,Affluent Customer,0.8,0,2
8992,Affluent Customer,0.1,0,2
8993,Mass Customer,0.7,2,1
8994,Mass Customer,0.7,2,1
8995,Affluent Customer,0.7,0,2
8996,Mass Customer,0.6,2,1
8997,Mass Customer,0.7,2,1
8998,Affluent Customer,0.8,0,2
8999,High Net Worth,0.3,1,0
9000,Affluent Customer,0.8,0,2
9001,High Net Worth,0.4,1,0
9002,Affluent Customer,0.3,0,2
9003,Mass Customer,0.3,2,1
9004,Mass Customer,0.6,2,1
9005,Mass Customer,0.3,2,1
9006,High Net Worth,0.8,1,0
9007,Affluent Customer,0.4,0,2
9008,Mass Customer,0.6,2,1
9009,Mass Customer,0.1,2,1
9010,Mass Customer,0.9,2,1
9011,Affluent Customer,0.6,0,2
9012,High Net Worth,0.8,1,0
9013,High Net Worth,1.0,1,0
9014,Mass Customer,0.4,2,1
9015,Affluent Customer,0.7,0,2
9016,Mass Customer,0.5,2,1
9017,Affluent Customer,0.7,0,2
9018,Mass Customer,0.4,2,1
9019,Mass Customer,0.9,2,1
9020,High Net Worth,0.8,1,0
9021,Mass Customer,0.5,2,1
9022,High Net Worth,0.3,1,0
9023,Affluent Customer,0.6,0,2
9024,Mass Customer,0.8,2,1
9025,Mass Customer,0.4,2,1
9026,Affluent Customer,0.6,0,2
9027,High Net Worth,0.2,1,0
9028,Mass Customer,0.8,2,1
9029,Mass Customer,0.4,2,1
9030,Affluent Customer,0.3,0,2
9031,Mass Customer,0.9,2,1
9032,Affluent Customer,1.0,0,2
9033,Mass Customer,0.4,2,1
9034,Affluent Customer,0.3,0,2
9035,Mass Customer,0.9,2,1
9036,High Net Worth,0.3,1,0
9037,Mass Customer,0.7,2,1
9038,Mass Customer,0.3,2,1
9039,Mass Customer,0.6,2,1
9040,Mass Customer,0.7,2,1
9041,High Net Worth,0.9,1,0
9042,Mass Customer,0.8,2,1
9043,High Net Worth,0.4,1,0
9044,High Net Worth,0.4,1,0
9045,Affluent Customer,0.4,0,2
9046,Mass Customer,0.1,2,1
9047,Affluent Customer,0.0,0,2
9048,Affluent Customer,0.2,0,2
9049,Affluent Customer,0.5,0,2
9050,Mass Customer,0.5,2,1
9051,High Net Worth,0.6,1,0
9052,Mass Customer,0.4,2,1
9053,Mass Customer,0.9,2,1
9054,Affluent Customer,0.4,0,2
9055,Mass Customer,0.7,2,1
9056,Mass Customer,0.1,2,1
9057,High Net Worth,0.8,1,0
9058,Mass Customer,0.2,2,1
9059,Mass Customer,0.6,2,1
9060,Mass Customer,0.4,2,1
9061,Mass Customer,0.8,2,1
9062,Affluent Customer,0.6,0,2
9063,Mass Customer,0.4,2,1
9064,High Net Worth,0.7,1,0
9065,Mass Customer,0.3,2,1
9066,High Net Worth,0.6,1,0
9067,High Net Worth,0.9,1,0
9068,High Net Worth,0.6,1,0
9069,Mass Customer,0.6,2,1
9070,Affluent Customer,0.2,0,2
9071,Mass Customer,0.9,2,1
9072,High Net Worth,1.0,1,0
9073,Affluent Customer,0.7,0,2
9074,Mass Customer,0.6,2,1
9075,Mass Customer,0.8,2,1
9076,High Net Worth,0.9,1,0
9077,Mass Customer,0.8,2,1
9078,Mass Customer,0.3,2,1
9079,Mass Customer,0.9,2,1
9080,High Net Worth,0.1,1,0
9081,High Net Worth,0.6,1,0
9082,Mass Customer,0.8,2,1
9083,High Net Worth,0.7,1,0
9084,High Net Worth,0.9,1,0
9085,High Net Worth,0.3,1,0
9086,Mass Customer,0.1,2,1
9087,High Net Worth,1.0,1,0
9088,Affluent Customer,0.0,0,2
9089,Mass Customer,0.3,2,1
9090,Mass Customer,0.7,2,1
9091,High Net Worth,0.6,1,0
9092,Mass Customer,0.7,2,1
9093,Mass Customer,0.9,2,1
9094,Mass Customer,0.3,2,1
9095,Mass Customer,0.3,2,1
9096,Mass Customer,0.7,2,1
9097,Mass Customer,0.8,2,1
9098,Mass Customer,1.0,2,1
9099,Affluent Customer,1.0,0,2
9100,Affluent Customer,0.0,0,2
9101,High Net Worth,0.7,1,0
9102,Affluent Customer,0.3,0,2
9103,High Net Worth,0.7,1,0
9104,High Net Worth,0.9,1,0
9105,Mass Customer,0.8,2,1
9106,Affluent Customer,0.9,0,2
9107,Affluent Customer,0.2,0,2
9108,Mass Customer,0.7,2,1
9109,Mass Customer,0.8,2,1
9110,Affluent Customer,0.9,0,2
9111,Mass Customer,0.4,2,1
9112,Mass Customer,0.5,2,1
9113,Mass Customer,0.7,2,1
9114,Mass Customer,1.0,2,1
9115,High Net Worth,0.7,1,0
9116,Mass Customer,0.6,2,1
9117,High Net Worth,0.7,1,0
9118,Affluent Customer,0.4,0,2
9119,Affluent Customer,0.4,0,2
9120,Affluent Customer,0.5,0,2
9121,Mass Customer,0.7,2,1
9122,Mass Customer,0.8,2,1
9123,High Net Worth,0.0,1,0
9124,Mass Customer,1.0,2,1
9125,Affluent Customer,0.6,0,2
9126,Affluent Customer,0.5,0,2
9127,High Net Worth,0.4,1,0
9128,Affluent Customer,0.7,0,2
9129,Affluent Customer,0.7,0,2
9130,Mass Customer,0.6,2,1
9131,Mass Customer,0.9,2,1
9132,Affluent Customer,0.3,0,2
9133,High Net Worth,0.5,1,0
9134,Mass Customer,0.6,2,1
9135,Affluent Customer,0.4,0,2
9136,High Net Worth,0.3,1,0
9137,Mass Customer,0.5,2,1
9138,Mass Customer,0.5,2,1
9139,High Net Worth,0.8,1,0
9140,Mass Customer,0.8,2,1
9141,Mass Customer,0.8,2,1
9142,Mass Customer,0.9,2,1
9143,Mass Customer,0.4,2,1
9144,Mass Customer,0.3,2,1
9145,Mass Customer,0.1,2,1
9146,Affluent Customer,0.0,0,2
9147,High Net Worth,0.4,1,0
9148,Mass Customer,1.0,2,1
9149,High Net Worth,0.1,1,0
9150,High Net Worth,0.7,1,0
9151,Mass Customer,0.4,2,1
9152,Mass Customer,0.5,2,1
9153,Affluent Customer,0.7,0,2
9154,High Net Worth,1.0,1,0
9155,Affluent Customer,0.1,0,2
9156,Mass Customer,0.9,2,1
9157,Mass Customer,0.7,2,1
9158,High Net Worth,0.3,1,0
9159,Affluent Customer,0.4,0,2
9160,High Net Worth,1.0,1,0
9161,High Net Worth,0.9,1,0
9162,High Net Worth,0.7,1,0
9163,High Net Worth,0.7,1,0
9164,Affluent Customer,0.9,0,2
9165,High Net Worth,0.4,1,0
9166,Mass Customer,0.1,2,1
9167,Mass Customer,0.7,2,1
9168,Mass Customer,0.8,2,1
9169,Mass Customer,0.7,2,1
9170,High Net Worth,0.5,1,0
9171,High Net Worth,0.3,1,0
9172,Affluent Customer,0.6,0,2
9173,High Net Worth,0.6,1,0
9174,Mass Customer,0.6,2,1
9175,High Net Worth,0.7,1,0
9176,Mass Customer,1.0,2,1
9177,Affluent Customer,0.7,0,2
9178,Mass Customer,1.0,2,1
9179,Mass Customer,0.2,2,1
9180,Mass Customer,0.4,2,1
9181,High Net Worth,0.7,1,0
9182,Mass Customer,0.6,2,1
9183,Affluent Customer,0.3,0,2
9184,Mass Customer,0.7,2,1
9185,High Net Worth,0.3,1,0
9186,High Net Worth,0.3,1,0
9187,High Net Worth,0.6,1,0
9188,High Net Worth,0.9,1,0
9189,High Net Worth,0.7,1,0
9190,Affluent Customer,0.7,0,2
9191,Mass Customer,0.9,2,1
9192,High Net Worth,0.5,1,0
9193,Affluent Customer,0.6,0,2
9194,Affluent Customer,0.7,0,2
9195,Affluent Customer,0.9,0,2
9196,High Net Worth,0.6,1,0
9197,High Net Worth,0.4,1,0
9198,High Net Worth,0.4,1,0
9199,High Net Worth,0.1,1,0
9200,High Net Worth,0.3,1,0
9201,Affluent Customer,0.0,0,2
9202,Mass Customer,0.7,2,1
9203,Mass Customer,0.8,2,1
9204,High Net Worth,0.1,1,0
9205,Mass Customer,0.7,2,1
9206,Mass Customer,0.6,2,1
9207,High Net Worth,0.6,1,0
9208,Affluent Customer,0.3,0,2
9209,Affluent Customer,0.2,0,2
9210,Affluent Customer,0.7,0,2
9211,Affluent Customer,0.7,0,2
9212,Affluent Customer,0.8,0,2
9213,Affluent Customer,1.0,0,2
9214,Mass Customer,0.6,2,1
