,job_industry_category,RFM_Score ,job_category_encoded,cluster
6777,Retail,0.9,7,2
6778,Financial Services,0.3,2,0
6779,Financial Services,0.3,2,0
6780,Health,0.6,3,0
6781,Health,0.4,3,0
6782,Manufacturing,0.8,5,1
6783,Financial Services,0.9,2,0
6784,Retail,0.6,7,2
6785,Manufacturing,0.3,5,1
6786,Health,0.6,3,0
6787,Manufacturing,1.0,5,1
6788,Retail,0.4,7,2
6789,Health,0.3,3,0
6790,IT,0.4,4,1
6791,Property,0.3,6,2
6792,Financial Services,0.1,2,0
6793,Financial Services,0.8,2,0
6794,Manufacturing,0.8,5,1
6795,Manufacturing,0.5,5,1
6796,Telecommunications,0.9,8,2
6797,Manufacturing,0.1,5,1
6798,Retail,0.8,7,2
6799,Health,1.0,3,0
6800,Manufacturing,0.8,5,1
6801,Manufacturing,0.7,5,1
6802,Health,0.2,3,0
6803,Health,0.9,3,0
6804,Retail,0.7,7,2
6805,Manufacturing,0.4,5,1
6806,Entertainment,0.3,1,0
6807,Manufacturing,0.4,5,1
6808,Health,0.8,3,0
6809,Manufacturing,0.2,5,1
6810,Argiculture,0.9,0,0
6811,Financial Services,0.6,2,0
6812,IT,0.2,4,1
6813,Property,0.4,6,2
6814,Manufacturing,0.9,5,1
6815,Health,0.1,3,0
6816,Manufacturing,0.9,5,1
6817,Manufacturing,0.6,5,1
6818,Retail,0.6,7,2
6819,Financial Services,0.6,2,0
6820,Telecommunications,0.9,8,2
6821,Manufacturing,0.1,5,1
6822,IT,0.6,4,1
6823,Financial Services,0.9,2,0
6824,Financial Services,0.8,2,0
6825,Health,0.6,3,0
6826,Property,0.3,6,2
6827,Financial Services,0.8,2,0
6828,Manufacturing,1.0,5,1
6829,Manufacturing,0.9,5,1
6830,Health,1.0,3,0
6831,Manufacturing,0.7,5,1
6832,Health,0.3,3,0
6833,Argiculture,0.1,0,0
6834,Health,1.0,3,0
6835,Financial Services,0.3,2,0
6836,Property,0.5,6,2
6837,Health,0.9,3,0
6838,IT,0.9,4,1
6839,Retail,0.5,7,2
6840,Manufacturing,0.8,5,1
6841,Financial Services,0.7,2,0
6842,Entertainment,0.8,1,0
6843,Retail,0.0,7,2
6844,Retail,0.7,7,2
6845,Manufacturing,0.2,5,1
6846,Health,0.5,3,0
6847,Financial Services,0.4,2,0
6848,Financial Services,0.8,2,0
6849,Argiculture,0.6,0,0
6850,Manufacturing,0.7,5,1
6851,Financial Services,0.6,2,0
6852,Financial Services,0.7,2,0
6853,Retail,0.7,7,2
6854,Retail,0.8,7,2
6855,Health,0.1,3,0
6856,Health,1.0,3,0
6857,Manufacturing,0.6,5,1
6858,Financial Services,0.6,2,0
6859,Financial Services,0.6,2,0
6860,IT,0.1,4,1
6861,Financial Services,0.7,2,0
6862,Health,0.7,3,0
6863,Health,0.6,3,0
6864,Health,0.7,3,0
6865,Manufacturing,0.5,5,1
6866,Health,0.9,3,0
6867,Retail,0.8,7,2
6868,Financial Services,0.4,2,0
6869,Manufacturing,0.9,5,1
6870,Manufacturing,0.7,5,1
6871,Financial Services,0.3,2,0
6872,Retail,0.4,7,2
6873,Manufacturing,0.6,5,1
6874,Financial Services,0.3,2,0
6875,Health,0.9,3,0
6876,Argiculture,0.6,0,0
6877,Health,0.4,3,0
6878,Health,0.9,3,0
6879,Entertainment,0.8,1,0
6880,Manufacturing,0.5,5,1
6881,Health,0.3,3,0
6882,Health,0.2,3,0
6883,Financial Services,0.6,2,0
6884,Manufacturing,0.8,5,1
6885,Financial Services,0.4,2,0
6886,Entertainment,0.8,1,0
6887,Financial Services,0.8,2,0
6888,Financial Services,0.6,2,0
6889,Financial Services,1.0,2,0
6890,Health,0.2,3,0
6891,Retail,0.6,7,2
6892,Retail,0.8,7,2
6893,Property,0.3,6,2
6894,Telecommunications,0.5,8,2
6895,Financial Services,0.2,2,0
6896,Manufacturing,0.5,5,1
6897,Telecommunications,0.7,8,2
6898,Argiculture,0.8,0,0
6899,Financial Services,0.5,2,0
6900,Property,0.3,6,2
6901,Financial Services,0.6,2,0
6902,Manufacturing,0.5,5,1
6903,Financial Services,0.6,2,0
6904,Financial Services,0.9,2,0
6905,Property,0.6,6,2
6906,Health,0.8,3,0
6907,Health,0.9,3,0
6908,Financial Services,0.4,2,0
6909,Financial Services,0.6,2,0
6910,Financial Services,0.5,2,0
6911,Financial Services,0.7,2,0
6912,Financial Services,0.7,2,0
6913,Financial Services,0.6,2,0
6914,Retail,0.4,7,2
6915,Financial Services,0.9,2,0
6916,Health,0.3,3,0
6917,Financial Services,0.8,2,0
6918,Manufacturing,0.8,5,1
6919,Financial Services,0.6,2,0
6920,Argiculture,0.9,0,0
6921,IT,0.5,4,1
6922,Financial Services,0.9,2,0
6923,Property,0.7,6,2
6924,Property,0.2,6,2
6925,Manufacturing,0.3,5,1
6926,Manufacturing,0.3,5,1
6927,Health,0.5,3,0
6928,Financial Services,0.2,2,0
6929,Manufacturing,0.4,5,1
6930,Health,1.0,3,0
6931,Health,0.2,3,0
6932,Retail,0.5,7,2
6933,Financial Services,0.2,2,0
6934,Financial Services,1.0,2,0
6935,Health,0.2,3,0
6936,Retail,0.8,7,2
6937,Health,0.4,3,0
6938,Manufacturing,0.6,5,1
6939,Health,0.9,3,0
6940,Property,0.3,6,2
6941,Financial Services,0.9,2,0
6942,Property,0.3,6,2
6943,Manufacturing,0.9,5,1
6944,Manufacturing,0.8,5,1
6945,Retail,0.4,7,2
6946,Manufacturing,0.8,5,1
6947,Manufacturing,0.9,5,1
6948,Manufacturing,0.3,5,1
6949,Financial Services,0.0,2,0
6950,Health,1.0,3,0
6951,Financial Services,0.6,2,0
6952,Health,0.6,3,0
6953,Manufacturing,1.0,5,1
6954,Health,0.2,3,0
6955,Manufacturing,0.4,5,1
6956,Financial Services,0.9,2,0
6957,Manufacturing,0.5,5,1
6958,Manufacturing,0.5,5,1
6959,Financial Services,0.6,2,0
6960,Health,0.6,3,0
6961,Manufacturing,0.9,5,1
6962,Property,0.6,6,2
6963,Manufacturing,0.7,5,1
6964,Entertainment,0.8,1,0
6965,Financial Services,1.0,2,0
6966,Health,0.9,3,0
6967,Retail,0.7,7,2
6968,Financial Services,0.4,2,0
6969,Financial Services,1.0,2,0
6970,Financial Services,0.2,2,0
6971,Health,0.6,3,0
6972,Manufacturing,0.4,5,1
6973,Financial Services,0.4,2,0
6974,Health,0.1,3,0
6975,Health,0.6,3,0
6976,Health,0.3,3,0
6977,Financial Services,0.7,2,0
6978,Property,0.3,6,2
6979,Financial Services,0.9,2,0
6980,Retail,0.0,7,2
6981,Manufacturing,0.1,5,1
6982,Health,0.4,3,0
6983,Manufacturing,0.1,5,1
6984,IT,0.5,4,1
6985,Financial Services,0.8,2,0
6986,Retail,1.0,7,2
6987,IT,0.1,4,1
6988,Argiculture,1.0,0,0
6989,Financial Services,0.5,2,0
6990,Financial Services,0.4,2,0
6991,Financial Services,0.1,2,0
6992,Argiculture,0.6,0,0
6993,Financial Services,0.3,2,0
6994,Financial Services,1.0,2,0
6995,Financial Services,0.6,2,0
6996,Financial Services,0.6,2,0
6997,Health,0.6,3,0
6998,Argiculture,0.6,0,0
6999,Financial Services,0.6,2,0
7000,Financial Services,0.7,2,0
7001,Financial Services,0.7,2,0
7002,Entertainment,0.4,1,0
7003,Manufacturing,1.0,5,1
7004,Health,0.7,3,0
7005,Entertainment,0.6,1,0
7006,Property,0.9,6,2
7007,Financial Services,0.1,2,0
7008,Manufacturing,0.3,5,1
7009,Health,0.9,3,0
7010,Health,0.9,3,0
7011,Property,0.4,6,2
7012,Manufacturing,0.1,5,1
7013,Health,0.6,3,0
7014,Financial Services,0.2,2,0
7015,Financial Services,0.7,2,0
7016,Manufacturing,0.8,5,1
7017,Financial Services,0.3,2,0
7018,Retail,0.8,7,2
7019,Health,0.8,3,0
7020,Health,0.5,3,0
7021,Retail,0.1,7,2
7022,Financial Services,1.0,2,0
7023,Health,0.4,3,0
7024,Health,0.2,3,0
7025,Health,0.3,3,0
7026,Entertainment,0.8,1,0
7027,Financial Services,0.7,2,0
7028,Health,0.5,3,0
7029,Financial Services,0.7,2,0
7030,Health,0.7,3,0
7031,Health,0.5,3,0
7032,Retail,0.9,7,2
7033,Financial Services,0.5,2,0
7034,Manufacturing,0.9,5,1
7035,Financial Services,0.2,2,0
7036,Property,0.9,6,2
7037,IT,0.4,4,1
7038,Health,0.3,3,0
7039,Retail,0.9,7,2
7040,Financial Services,0.8,2,0
7041,Entertainment,0.3,1,0
7042,Health,0.6,3,0
7043,Financial Services,0.3,2,0
7044,Retail,0.3,7,2
7045,Health,0.5,3,0
7046,Retail,0.5,7,2
7047,Manufacturing,0.7,5,1
7048,Argiculture,0.8,0,0
7049,Financial Services,0.5,2,0
7050,Manufacturing,0.4,5,1
7051,Financial Services,1.0,2,0
7052,Manufacturing,0.7,5,1
7053,Property,0.4,6,2
7054,Health,0.3,3,0
7055,Argiculture,0.6,0,0
7056,Health,0.5,3,0
7057,IT,0.4,4,1
7058,Financial Services,0.4,2,0
7059,Manufacturing,0.7,5,1
7060,Financial Services,0.7,2,0
7061,Health,0.5,3,0
7062,Financial Services,0.7,2,0
7063,Health,0.9,3,0
7064,Retail,0.2,7,2
7065,Manufacturing,0.2,5,1
7066,Manufacturing,0.6,5,1
7067,Financial Services,0.3,2,0
7068,Health,0.1,3,0
7069,Financial Services,0.5,2,0
7070,Property,0.4,6,2
7071,Financial Services,0.7,2,0
7072,Manufacturing,1.0,5,1
7073,Manufacturing,0.8,5,1
7074,Telecommunications,0.7,8,2
7075,Manufacturing,0.2,5,1
7076,Financial Services,0.2,2,0
7077,Financial Services,1.0,2,0
7078,Property,0.1,6,2
7079,Retail,0.9,7,2
7080,Entertainment,0.7,1,0
7081,IT,0.4,4,1
7082,Property,0.9,6,2
7083,Argiculture,0.5,0,0
7084,Telecommunications,0.9,8,2
7085,Manufacturing,0.5,5,1
7086,Financial Services,0.7,2,0
7087,Financial Services,0.7,2,0
7088,Property,0.3,6,2
7089,Telecommunications,0.7,8,2
7090,Manufacturing,0.1,5,1
7091,Retail,0.2,7,2
7092,Manufacturing,0.6,5,1
7093,Financial Services,0.5,2,0
7094,Financial Services,0.6,2,0
7095,Telecommunications,0.9,8,2
7096,Financial Services,0.4,2,0
7097,Retail,0.6,7,2
7098,Manufacturing,0.4,5,1
7099,Manufacturing,0.5,5,1
7100,Entertainment,0.8,1,0
7101,Entertainment,0.2,1,0
7102,Financial Services,0.3,2,0
7103,IT,0.8,4,1
7104,Entertainment,0.4,1,0
7105,Health,0.6,3,0
7106,Financial Services,0.2,2,0
7107,Retail,0.7,7,2
7108,Financial Services,0.8,2,0
7109,Manufacturing,0.8,5,1
7110,IT,0.4,4,1
7111,Manufacturing,0.4,5,1
7112,Health,0.5,3,0
7113,Property,0.5,6,2
7114,Health,0.8,3,0
7115,Health,0.6,3,0
7116,Property,0.4,6,2
7117,Financial Services,1.0,2,0
7118,Financial Services,0.8,2,0
7119,Financial Services,0.6,2,0
7120,Property,0.2,6,2
7121,IT,0.6,4,1
7122,Retail,0.9,7,2
7123,Financial Services,0.4,2,0
7124,Argiculture,0.9,0,0
7125,IT,0.4,4,1
7126,Financial Services,0.8,2,0
7127,Manufacturing,0.2,5,1
7128,Manufacturing,0.3,5,1
7129,Property,0.1,6,2
7130,Health,0.6,3,0
7131,Property,0.9,6,2
7132,Manufacturing,0.2,5,1
7133,Retail,0.5,7,2
7134,Financial Services,0.7,2,0
7135,Health,0.9,3,0
7136,IT,0.2,4,1
7137,Financial Services,0.7,2,0
7138,Retail,0.6,7,2
7139,Manufacturing,1.0,5,1
7140,Health,0.9,3,0
7141,Financial Services,0.8,2,0
7142,Retail,0.9,7,2
7143,Manufacturing,0.4,5,1
7144,Health,0.3,3,0
7145,Retail,0.6,7,2
7146,Health,0.9,3,0
7147,Manufacturing,0.6,5,1
7148,Manufacturing,0.2,5,1
7149,Property,0.7,6,2
7150,Financial Services,0.7,2,0
7151,Financial Services,1.0,2,0
7152,Health,0.6,3,0
7153,Manufacturing,0.4,5,1
7154,Financial Services,0.3,2,0
7155,Health,0.4,3,0
7156,Property,0.5,6,2
7157,Manufacturing,0.6,5,1
7158,Manufacturing,0.5,5,1
7159,Manufacturing,0.7,5,1
7160,Health,0.4,3,0
7161,Financial Services,0.1,2,0
7162,Manufacturing,0.4,5,1
7163,Financial Services,0.9,2,0
7164,Manufacturing,0.9,5,1
7165,Manufacturing,0.9,5,1
7166,Financial Services,0.6,2,0
7167,Retail,0.7,7,2
7168,Argiculture,0.7,0,0
7169,Financial Services,0.7,2,0
7170,Manufacturing,0.7,5,1
7171,Financial Services,0.8,2,0
7172,Manufacturing,0.7,5,1
7173,Manufacturing,0.5,5,1
7174,Retail,0.3,7,2
7175,Manufacturing,0.2,5,1
7176,Financial Services,0.6,2,0
7177,Financial Services,0.8,2,0
7178,Financial Services,0.4,2,0
7179,Financial Services,0.9,2,0
7180,Manufacturing,0.5,5,1
7181,Financial Services,0.9,2,0
7182,Financial Services,0.7,2,0
7183,Property,0.2,6,2
7184,Retail,0.7,7,2
7185,Health,0.8,3,0
7186,Property,0.8,6,2
7187,Property,0.7,6,2
7188,Manufacturing,0.7,5,1
7189,Manufacturing,0.7,5,1
7190,IT,0.6,4,1
7191,Entertainment,0.9,1,0
7192,Manufacturing,0.1,5,1
7193,Health,0.8,3,0
7194,Financial Services,0.9,2,0
7195,IT,0.4,4,1
7196,Financial Services,0.3,2,0
7197,Manufacturing,0.3,5,1
7198,Health,0.6,3,0
7199,Manufacturing,0.7,5,1
7200,Health,0.4,3,0
7201,Manufacturing,0.8,5,1
7202,Manufacturing,0.2,5,1
7203,Property,0.6,6,2
7204,IT,0.6,4,1
7205,Manufacturing,0.8,5,1
7206,Manufacturing,0.5,5,1
7207,Retail,0.3,7,2
7208,Manufacturing,0.9,5,1
7209,Manufacturing,0.6,5,1
7210,Manufacturing,0.4,5,1
7211,Manufacturing,0.4,5,1
7212,Financial Services,0.8,2,0
7213,Financial Services,0.5,2,0
7214,Retail,0.4,7,2
7215,Financial Services,0.4,2,0
7216,Financial Services,0.1,2,0
7217,Argiculture,0.3,0,0
7218,IT,0.8,4,1
7219,Manufacturing,0.9,5,1
7220,Financial Services,0.9,2,0
7221,Entertainment,0.2,1,0
7222,Entertainment,0.5,1,0
7223,Financial Services,0.3,2,0
7224,Manufacturing,0.9,5,1
7225,Financial Services,0.2,2,0
7226,Telecommunications,0.7,8,2
7227,Health,0.1,3,0
7228,Financial Services,0.4,2,0
7229,Argiculture,0.3,0,0
7230,Health,0.9,3,0
7231,Financial Services,0.7,2,0
7232,Argiculture,0.6,0,0
7233,Argiculture,0.4,0,0
7234,Manufacturing,0.5,5,1
7235,Health,0.8,3,0
7236,Health,0.4,3,0
7237,Retail,0.3,7,2
7238,Property,0.7,6,2
7239,Financial Services,0.3,2,0
7240,Property,0.2,6,2
7241,Health,0.6,3,0
7242,Health,0.5,3,0
7243,Financial Services,0.4,2,0
7244,Property,0.9,6,2
7245,Health,0.3,3,0
7246,Entertainment,0.6,1,0
7247,Financial Services,0.7,2,0
7248,Manufacturing,0.7,5,1
7249,Property,0.5,6,2
7250,Retail,0.2,7,2
7251,Manufacturing,0.8,5,1
7252,Property,1.0,6,2
7253,Retail,0.6,7,2
7254,Manufacturing,0.9,5,1
7255,Argiculture,0.4,0,0
7256,IT,0.6,4,1
7257,Manufacturing,0.4,5,1
7258,Retail,0.9,7,2
7259,Manufacturing,0.4,5,1
7260,Entertainment,1.0,1,0
7261,Manufacturing,0.9,5,1
7262,Manufacturing,0.6,5,1
7263,Manufacturing,0.8,5,1
7264,Property,0.7,6,2
7265,Entertainment,0.3,1,0
7266,Financial Services,1.0,2,0
7267,Manufacturing,0.6,5,1
7268,Manufacturing,0.4,5,1
7269,Manufacturing,0.3,5,1
7270,Manufacturing,0.3,5,1
7271,Retail,0.4,7,2
7272,Health,0.5,3,0
7273,Manufacturing,0.9,5,1
7274,Manufacturing,0.7,5,1
7275,Health,0.3,3,0
7276,Financial Services,0.6,2,0
7277,Financial Services,0.4,2,0
7278,Manufacturing,0.7,5,1
7279,Manufacturing,0.3,5,1
7280,Manufacturing,0.4,5,1
7281,Manufacturing,0.5,5,1
7282,Entertainment,0.3,1,0
7283,Financial Services,0.7,2,0
7284,Manufacturing,0.7,5,1
7285,Health,0.5,3,0
7286,Health,0.9,3,0
7287,Entertainment,0.0,1,0
7288,Financial Services,0.4,2,0
7289,Financial Services,0.8,2,0
7290,Retail,0.7,7,2
7291,Argiculture,0.5,0,0
7292,Manufacturing,0.6,5,1
7293,Financial Services,0.7,2,0
7294,Manufacturing,0.4,5,1
7295,Health,0.3,3,0
7296,Retail,0.1,7,2
7297,Health,0.5,3,0
7298,Health,0.1,3,0
7299,Retail,0.0,7,2
7300,Manufacturing,0.0,5,1
7301,Financial Services,0.5,2,0
7302,Financial Services,0.8,2,0
7303,Manufacturing,0.9,5,1
7304,Retail,0.9,7,2
7305,Retail,0.9,7,2
7306,Financial Services,0.1,2,0
7307,Manufacturing,0.5,5,1
7308,Health,0.7,3,0
7309,Manufacturing,0.6,5,1
7310,Financial Services,0.6,2,0
7311,Health,0.6,3,0
7312,Manufacturing,0.7,5,1
7313,Health,0.8,3,0
7314,Manufacturing,0.4,5,1
7315,Health,0.8,3,0
7316,Health,0.6,3,0
7317,Financial Services,0.0,2,0
7318,Argiculture,0.7,0,0
7319,Manufacturing,0.9,5,1
7320,Health,0.5,3,0
7321,Manufacturing,0.7,5,1
7322,Financial Services,0.6,2,0
7323,Retail,1.0,7,2
7324,Financial Services,0.6,2,0
7325,Manufacturing,0.4,5,1
7326,Retail,0.6,7,2
7327,Retail,0.9,7,2
7328,Financial Services,1.0,2,0
7329,Health,0.4,3,0
7330,Health,0.9,3,0
7331,Manufacturing,0.5,5,1
7332,Retail,0.6,7,2
7333,Health,0.7,3,0
7334,Financial Services,0.8,2,0
7335,Financial Services,0.8,2,0
7336,Financial Services,0.6,2,0
7337,Financial Services,0.6,2,0
7338,Health,0.3,3,0
7339,Financial Services,0.8,2,0
7340,IT,0.7,4,1
7341,IT,0.6,4,1
7342,Health,0.3,3,0
7343,Property,0.1,6,2
7344,Entertainment,0.5,1,0
7345,IT,0.4,4,1
7346,Health,0.5,3,0
7347,Argiculture,0.7,0,0
7348,Telecommunications,0.7,8,2
7349,Financial Services,0.0,2,0
7350,Property,0.1,6,2
7351,Health,1.0,3,0
7352,Financial Services,0.6,2,0
7353,IT,0.9,4,1
7354,Manufacturing,0.8,5,1
7355,Health,0.5,3,0
7356,Manufacturing,1.0,5,1
7357,Health,1.0,3,0
7358,Health,0.7,3,0
7359,Entertainment,0.9,1,0
7360,Health,0.6,3,0
7361,Financial Services,0.3,2,0
7362,Health,0.2,3,0
7363,IT,0.5,4,1
7364,Health,0.7,3,0
7365,Property,0.3,6,2
7366,Argiculture,0.8,0,0
7367,Financial Services,0.6,2,0
7368,Manufacturing,0.7,5,1
7369,Property,0.4,6,2
7370,Argiculture,0.5,0,0
7371,IT,0.3,4,1
7372,Manufacturing,0.8,5,1
7373,Financial Services,0.9,2,0
7374,Manufacturing,0.9,5,1
7375,Manufacturing,0.0,5,1
7376,Property,0.5,6,2
7377,Health,1.0,3,0
7378,Manufacturing,0.5,5,1
7379,Financial Services,0.6,2,0
7380,Entertainment,0.3,1,0
7381,Entertainment,0.5,1,0
7382,Manufacturing,0.9,5,1
7383,Financial Services,0.8,2,0
7384,Financial Services,0.6,2,0
7385,Health,1.0,3,0
7386,Financial Services,0.6,2,0
7387,Financial Services,0.8,2,0
7388,Retail,0.6,7,2
7389,IT,0.9,4,1
7390,Financial Services,0.0,2,0
7391,Manufacturing,0.6,5,1
7392,Manufacturing,1.0,5,1
7393,Financial Services,0.9,2,0
7394,Manufacturing,0.6,5,1
7395,Property,1.0,6,2
7396,Financial Services,0.6,2,0
7397,Manufacturing,0.7,5,1
7398,Manufacturing,0.6,5,1
7399,Financial Services,0.7,2,0
7400,Retail,0.3,7,2
7401,Financial Services,0.6,2,0
7402,Financial Services,0.9,2,0
7403,Financial Services,0.7,2,0
7404,Financial Services,0.8,2,0
7405,Retail,0.8,7,2
7406,Health,0.5,3,0
7407,Financial Services,0.7,2,0
7408,Financial Services,0.9,2,0
7409,Health,0.3,3,0
7410,Property,0.9,6,2
7411,Retail,0.8,7,2
7412,Health,0.6,3,0
7413,Property,0.5,6,2
7414,Argiculture,1.0,0,0
7415,Entertainment,0.6,1,0
7416,Health,0.5,3,0
7417,Telecommunications,0.7,8,2
7418,Retail,0.9,7,2
7419,Argiculture,0.5,0,0
7420,Health,0.5,3,0
7421,Financial Services,1.0,2,0
7422,Financial Services,0.7,2,0
7423,Retail,0.4,7,2
7424,Telecommunications,0.7,8,2
7425,Property,1.0,6,2
7426,Manufacturing,0.6,5,1
7427,Property,0.0,6,2
7428,Manufacturing,0.7,5,1
7429,Manufacturing,0.7,5,1
7430,Financial Services,0.6,2,0
7431,Health,0.8,3,0
7432,Manufacturing,0.9,5,1
7433,Argiculture,0.6,0,0
7434,Manufacturing,0.3,5,1
7435,Health,0.7,3,0
7436,Manufacturing,0.1,5,1
7437,Retail,0.2,7,2
7438,Property,0.4,6,2
7439,Manufacturing,0.5,5,1
7440,Financial Services,0.6,2,0
7441,Financial Services,0.3,2,0
7442,Financial Services,0.7,2,0
7443,Financial Services,0.8,2,0
7444,Health,0.9,3,0
7445,Manufacturing,0.3,5,1
7446,Manufacturing,0.9,5,1
7447,Property,0.4,6,2
7448,Property,0.3,6,2
7449,Manufacturing,0.2,5,1
7450,Manufacturing,0.7,5,1
7451,Telecommunications,0.3,8,2
7452,Manufacturing,0.6,5,1
7453,Retail,0.6,7,2
7454,Financial Services,0.7,2,0
7455,Health,1.0,3,0
7456,Retail,0.7,7,2
7457,Financial Services,0.2,2,0
7458,Health,0.7,3,0
7459,Manufacturing,0.1,5,1
7460,Manufacturing,0.5,5,1
7461,Entertainment,0.9,1,0
7462,Property,0.6,6,2
7463,Financial Services,0.9,2,0
7464,Financial Services,0.6,2,0
7465,Financial Services,0.6,2,0
7466,Manufacturing,0.5,5,1
7467,Financial Services,0.9,2,0
7468,Manufacturing,0.2,5,1
7469,Manufacturing,1.0,5,1
7470,Health,1.0,3,0
7471,Health,0.7,3,0
7472,Financial Services,1.0,2,0
7473,Financial Services,0.7,2,0
7474,Health,0.9,3,0
7475,Argiculture,0.6,0,0
7476,Telecommunications,0.7,8,2
7477,Property,1.0,6,2
7478,Manufacturing,1.0,5,1
7479,Manufacturing,1.0,5,1
7480,Retail,0.4,7,2
7481,Financial Services,0.8,2,0
7482,Financial Services,0.7,2,0
7483,Manufacturing,0.1,5,1
7484,Health,0.5,3,0
7485,Financial Services,0.5,2,0
7486,IT,0.6,4,1
7487,Property,0.9,6,2
7488,Entertainment,0.9,1,0
7489,Retail,0.3,7,2
7490,Financial Services,0.7,2,0
7491,Financial Services,0.9,2,0
7492,Manufacturing,0.4,5,1
7493,Manufacturing,0.4,5,1
7494,Property,0.6,6,2
7495,Telecommunications,0.4,8,2
7496,Health,0.5,3,0
7497,Argiculture,0.6,0,0
7498,Property,0.4,6,2
7499,Argiculture,0.9,0,0
7500,Manufacturing,0.7,5,1
7501,Financial Services,0.5,2,0
7502,Health,0.1,3,0
7503,Financial Services,0.7,2,0
7504,Financial Services,0.7,2,0
7505,IT,0.6,4,1
7506,Manufacturing,0.9,5,1
7507,Health,1.0,3,0
7508,Manufacturing,0.6,5,1
7509,Manufacturing,0.5,5,1
7510,Property,0.6,6,2
7511,Health,0.4,3,0
7512,Telecommunications,0.5,8,2
7513,Telecommunications,0.7,8,2
7514,Manufacturing,0.0,5,1
7515,Health,0.2,3,0
7516,Financial Services,0.5,2,0
7517,Retail,0.7,7,2
7518,Financial Services,0.9,2,0
7519,Financial Services,0.6,2,0
7520,Financial Services,0.0,2,0
7521,Health,0.5,3,0
7522,Property,0.4,6,2
7523,Telecommunications,0.5,8,2
7524,Manufacturing,0.9,5,1
7525,Financial Services,0.1,2,0
7526,Property,0.3,6,2
7527,Retail,0.7,7,2
7528,Financial Services,0.4,2,0
7529,Health,0.8,3,0
7530,Argiculture,0.4,0,0
7531,Health,0.2,3,0
7532,Financial Services,0.4,2,0
7533,Retail,1.0,7,2
7534,Retail,0.7,7,2
7535,Manufacturing,0.4,5,1
7536,Health,0.8,3,0
7537,Retail,0.6,7,2
7538,Financial Services,0.1,2,0
7539,Entertainment,0.3,1,0
7540,Retail,0.4,7,2
7541,Health,0.4,3,0
7542,Financial Services,0.4,2,0
7543,Retail,0.7,7,2
7544,Manufacturing,0.5,5,1
7545,Financial Services,0.4,2,0
7546,Manufacturing,0.4,5,1
7547,Argiculture,0.7,0,0
7548,Manufacturing,0.6,5,1
7549,Manufacturing,0.4,5,1
7550,Health,0.5,3,0
7551,Health,0.8,3,0
7552,Entertainment,0.5,1,0
7553,Manufacturing,1.0,5,1
7554,Financial Services,0.1,2,0
7555,Health,0.4,3,0
7556,Financial Services,0.4,2,0
7557,Health,0.6,3,0
7558,Financial Services,0.0,2,0
7559,IT,0.6,4,1
7560,IT,0.9,4,1
7561,Financial Services,0.3,2,0
7562,Retail,0.8,7,2
7563,Retail,0.3,7,2
7564,IT,0.9,4,1
7565,Health,0.6,3,0
7566,Health,0.0,3,0
7567,Entertainment,0.7,1,0
7568,IT,0.6,4,1
7569,Argiculture,0.5,0,0
7570,Health,0.9,3,0
7571,Retail,0.9,7,2
7572,Manufacturing,0.6,5,1
7573,Manufacturing,0.7,5,1
7574,Health,0.3,3,0
7575,Retail,0.3,7,2
7576,Health,0.4,3,0
7577,Property,0.4,6,2
7578,Retail,0.1,7,2
7579,Retail,0.5,7,2
7580,Health,0.2,3,0
7581,Health,0.9,3,0
7582,Manufacturing,0.4,5,1
7583,Retail,0.3,7,2
7584,Entertainment,0.9,1,0
7585,Financial Services,0.3,2,0
7586,Health,1.0,3,0
7587,Argiculture,0.3,0,0
7588,Financial Services,0.8,2,0
7589,Health,0.9,3,0
7590,Manufacturing,0.6,5,1
7591,Financial Services,0.9,2,0
7592,Financial Services,0.2,2,0
7593,Health,0.9,3,0
7594,Retail,0.8,7,2
7595,Financial Services,0.9,2,0
7596,Health,0.6,3,0
7597,Manufacturing,0.9,5,1
7598,Retail,0.2,7,2
7599,Argiculture,0.8,0,0
7600,Property,0.4,6,2
7601,Manufacturing,0.3,5,1
7602,Health,0.7,3,0
7603,Health,0.4,3,0
7604,Property,0.5,6,2
7605,Argiculture,0.2,0,0
7606,Financial Services,0.7,2,0
7607,Financial Services,0.4,2,0
7608,Argiculture,0.4,0,0
7609,Manufacturing,1.0,5,1
7610,Financial Services,0.7,2,0
7611,Financial Services,0.9,2,0
7612,Manufacturing,0.3,5,1
7613,Health,0.9,3,0
7614,IT,0.2,4,1
7615,Manufacturing,0.3,5,1
7616,Financial Services,0.4,2,0
7617,Argiculture,1.0,0,0
7618,Financial Services,0.9,2,0
7619,Property,0.5,6,2
7620,Retail,0.8,7,2
7621,Health,0.6,3,0
7622,Property,0.3,6,2
7623,Financial Services,0.0,2,0
7624,Financial Services,0.6,2,0
7625,Health,0.7,3,0
7626,Retail,0.8,7,2
7627,Argiculture,0.8,0,0
7628,Financial Services,0.3,2,0
7629,Property,0.4,6,2
7630,Financial Services,0.9,2,0
7631,Financial Services,0.9,2,0
7632,IT,0.4,4,1
7633,Financial Services,0.6,2,0
7634,Financial Services,0.6,2,0
7635,Health,0.5,3,0
7636,Retail,0.7,7,2
7637,IT,0.6,4,1
7638,Manufacturing,0.5,5,1
7639,IT,0.3,4,1
7640,Property,0.6,6,2
7641,Manufacturing,0.6,5,1
7642,Manufacturing,0.2,5,1
